"name","Provider","Price","Review_Count","Free_Wifi","Breakfast_Included","Free_Parking","Swimming_Pool","Hotel_Website","Special_Offer","Restaurant","link"
"Aurora Hotel & Hostel","Booking.com","AMD 18,000","3 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d11668603-Reviews-Aurora_Hotel_Hostel-Yerevan.html"
"RIS Dalma Collection Yerevan","Booking.com","AMD 22,000","3 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d14189004-Reviews-RIS_Dalma_Collection_Yerevan-Yerevan.html"
"Hotel For You","Booking.com","AMD 12,492","3 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d12504246-Reviews-Hotel_For_You-Yerevan.html"
"4Guest Hotel","Booking.com","AMD 17,000","3 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d13485222-Reviews-4Guest_Hotel-Yerevan.html"
"Palma Palace Hotel","Booking.com","AMD 29,167","5 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d7727415-Reviews-Palma_Palace_Hotel-Yerevan.html"
"Your Hostel by Picnic","Booking.com","AMD 8,450","4 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d10440459-Reviews-Your_Hostel_by_Picnic-Yerevan.html"
"Guest House at Aygestana","Booking.com","AMD 10,000","3 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d8651814-Reviews-Guest_House_at_Aygestana-Yerevan.html"
"Shat LAV Hostel","Booking.com","AMD 6,867","4 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d12690023-Reviews-Shat_LAV_Hostel-Yerevan.html"
"ArtEast Hostel","Booking.com","AMD 9,990","2 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d15014443-Reviews-ArtEast_Hostel-Yerevan.html"
"Light Wings Guesthouse","Booking.com","AMD 14,158","2 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d15022975-Reviews-Light_Wings_Guesthouse-Yerevan.html"
"Like Home","Agoda.com","AMD 6,006","2 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d13204130-Reviews-Like_Home-Yerevan.html"
"Aquatek Resort and SPA","Booking.com","AMD 18,111","35 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d2288712-Reviews-Aquatek_Resort_and_SPA-Yerevan.html"
"City Centre Apartments","Booking.com","AMD 15,290","2 reviews","Free Wifi","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d12594723-Reviews-City_Centre_Apartments-Yerevan.html"
"Shirak Hotel","Booking.com","AMD 23,333","166 reviews","Free Wifi","Breakfast included","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d308341-Reviews-Shirak_Hotel-Yerevan.html"
"Balcon Boutique Hotel","Booking.com","AMD 20,825","7 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d12462488-Reviews-Balcon_Boutique_Hotel-Yerevan.html"
"Nor Yerevan","Booking.com","AMD 20,825","8 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d12455767-Reviews-Nor_Yerevan-Yerevan.html"
"Park Avenue","Booking.com","AMD 15,417","9 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d6196957-Reviews-Park_Avenue-Yerevan.html"
"Inter Hostel","Booking.com","AMD 9,000","19 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d8336389-Reviews-Inter_Hostel-Yerevan.html"
"Guesthouse Martirosyan's","Booking.com","AMD 22,500","2 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d8521896-Reviews-Guesthouse_Martirosyan_s-Yerevan.html"
"Hotel Lilia Yerevan","Booking.com","AMD 24,075","7 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d12011121-Reviews-Hotel_Lilia_Yerevan-Yerevan.html"
"Art Guesthouse Yerevan","Booking.com","AMD 9,575","2 reviews","Free Wifi","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d12269676-Reviews-Art_Guesthouse_Yerevan-Yerevan.html"
"Sakharov Hostel","Booking.com","AMD 9,158","10 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d10544121-Reviews-Sakharov_Hostel-Yerevan.html"
"Station Hostel","Booking.com","AMD 11,242","2 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d12668957-Reviews-Station_Hostel-Yerevan.html"
"Ibiza Hotel & Sauna","Booking.com","AMD 16,667","9 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d7380773-Reviews-Ibiza_Hotel_Sauna-Yerevan.html"
"Cherry Hotel","Booking.com","AMD 13,333","3 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d8356690-Reviews-Cherry_Hotel-Yerevan.html"
"Welcome City Center Apartments","Agoda.com","AMD 21,795","1 review","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d15631678-Reviews-Welcome_City_Center_Apartments-Yerevan.html"
"Venice Hotel","Booking.com","AMD 20,833","3 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d9799421-Reviews-Venice_Hotel-Yerevan.html"
"AnnaBella Boutique Hotel","Booking.com","AMD 15,000","1 review","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d15618621-Reviews-AnnaBella_Boutique_Hotel-Yerevan.html"
"Yere1 Hotel & Hostel","Booking.com","AMD 9,989","1 review","","Breakfast included","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d15656614-Reviews-Yere1_Hotel_Hostel-Yerevan.html"
"Grant Villa","Booking.com","AMD 7,990","1 review","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d13284143-Reviews-Grant_Villa-Yerevan.html"
"Shree Gopal Gayatri Lok","Booking.com","AMD 9,325","1 review","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d15104501-Reviews-Shree_Gopal_Gayatri_Lok-Yerevan.html"
"Reset Lounge 84","Booking.com","AMD 5,592","1 review","Free Wifi","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d14901185-Reviews-Reset_Lounge_84-Yerevan.html"
"Homey Guesthouse","Booking.com","AMD 11,990","1 review","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d12842060-Reviews-Homey_Guesthouse-Yerevan.html"
"Family Hotel Nigatun","Booking.com","AMD 11,490","3 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d10681844-Reviews-Family_Hotel_Nigatun-Yerevan.html"
"Hobby Hotel","Booking.com","AMD 26,890","1 review","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d14791697-Reviews-Hobby_Hotel-Yerevan.html"
"Bonjour Guest House","Booking.com","AMD 9,658","1 review","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d12656140-Reviews-Bonjour_Guest_House-Yerevan.html"
"Sanatorium Cross Health Center","Expedia.com","AMD 20,000","2 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d6537761-Reviews-Sanatorium_Cross_Health_Center-Yerevan.html"
"ApartHotel Arshakunyants","Booking.com","AMD 11,667","1 review","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d11622406-Reviews-ApartHotel_Arshakunyants-Yerevan.html"
"Classy&Cozy Hostel","Booking.com","AMD 6,658","9 reviews","Free Wifi","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d12591933-Reviews-Classy_Cozy_Hostel-Yerevan.html"
"Boris Travel Guest House","Booking.com","AMD 14,992","1 review","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d13471109-Reviews-Boris_Travel_Guest_House-Yerevan.html"
"Globus hostel &Tours","Booking.com","AMD 3,742","1 review","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d13814183-Reviews-Globus_hostel_Tours-Yerevan.html"
"Manand Hotel","Booking.com","AMD 15,833","1 review","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d9794631-Reviews-Manand_Hotel-Yerevan.html"
"Comfort Hotel","Booking.com","AMD 15,554","8 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d12600458-Reviews-Comfort_Hotel-Yerevan.html"
"Hostel Glass Tower","Agoda.com","AMD 20,099","3 reviews","Free Wifi","Breakfast included","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d10151429-Reviews-Hostel_Glass_Tower-Yerevan.html"
"Tsghotner","Booking.com","AMD 29,167","1 review","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d9771458-Reviews-Tsghotner-Yerevan.html"
"Apartaments Tigran Petrosyan 39/5","Booking.com","AMD 8,600","4 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d10102091-Reviews-Apartaments_Tigran_Petrosyan_39_5-Yerevan.html"
"Best Hostel Republic Square","Booking.com","AMD 9,992","8 reviews","Free Wifi","","","","","","Restaurant","https://www.tripadvisor.com//Hotel_Review-g293932-d10671718-Reviews-Best_Hostel_Republic_Square-Yerevan.html"
"Moscow House Hotel","Booking.com","AMD 19,833","2 reviews","Free Wifi","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d1236230-Reviews-Moscow_House_Hotel-Yerevan.html"
"Bloor Hotel","Booking.com","AMD 13,990","1 review","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d13951764-Reviews-Bloor_Hotel-Yerevan.html"
"Musa Ler Hotel","Expedia.com","AMD 15,000","3 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d13073612-Reviews-Musa_Ler_Hotel-Yerevan.html"
"Guest House on Baghramyan","Booking.com","AMD 13,325","1 review","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d12500758-Reviews-Guest_House_on_Baghramyan-Yerevan.html"
"Metro Aparthotel","Booking.com","AMD 12,742","1 review","Free Wifi","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d11760668-Reviews-Metro_Aparthotel-Yerevan.html"
"Argavand Hotel & Restaurant Complex","Booking.com","AMD 8,333","2 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d7930468-Reviews-Argavand_Hotel_Restaurant_Complex-Yerevan.html"
"Gyumri Hotel","Booking.com","AMD 18,333","2 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d4288842-Reviews-Gyumri_Hotel-Yerevan.html"
"Fortune","Booking.com","AMD 6,742","1 review","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d10817039-Reviews-Fortune-Yerevan.html"
"Nork Residence Hotel","Booking.com","AMD 18,000","32 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d1818280-Reviews-Nork_Residence_Hotel-Yerevan.html"
"Avan Plaza","Booking.com","AMD 20,742","0 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d10205943-Reviews-Avan_Plaza-Yerevan.html"
"Hotel MINI","Booking.com","AMD 12,492","12 reviews","Free Wifi","","","","","","Restaurant","https://www.tripadvisor.com//Hotel_Review-g293932-d3336369-Reviews-Hotel_MINI-Yerevan.html"
"VAN Hotel","Booking.com","AMD 18,333","1 review","Free Wifi","","","","","","Restaurant","https://www.tripadvisor.com//Hotel_Review-g293932-d9464494-Reviews-VAN_Hotel-Yerevan.html"
"Tatev Apartments","Booking.com","AMD 10,833","1 review","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d12518196-Reviews-Tatev_Apartments-Yerevan.html"
"Thailand Centre","Booking.com","AMD 5,825","2 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d14929193-Reviews-Thailand_Centre-Yerevan.html"
"Rp Hotel","Booking.com","AMD 8,333","3 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d8465555-Reviews-Rp_Hotel-Yerevan.html"
"Hotel Ritzar","Booking.com","AMD 18,333","3 reviews","","","","Pool","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d6857101-Reviews-Hotel_Ritzar-Yerevan.html"
"Bunker Downtown Yerevan","Booking.com","AMD 6,658","3 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d12108186-Reviews-Bunker_Downtown_Yerevan-Yerevan.html"
"Ani Hostel","Booking.com","AMD 9,989","7 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d13295220-Reviews-Ani_Hostel-Yerevan.html"
"Voyage Hotel","Booking.com","AMD 23,810","1 review","Free Wifi","","","","","","Restaurant","https://www.tripadvisor.com//Hotel_Review-g293932-d8043455-Reviews-Voyage_Hotel-Yerevan.html"
"Old Yerevan Hostel and Tours","Booking.com","AMD 8,325","7 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d11707421-Reviews-Old_Yerevan_Hostel_and_Tours-Yerevan.html"
"Bella Hotel","Expedia.com","AMD 12,500","4 reviews","Free Wifi","","","","","","Restaurant","https://www.tripadvisor.com//Hotel_Review-g293932-d6635845-Reviews-Bella_Hotel-Yerevan.html"
"Palma Hotel","Booking.com","AMD 15,000","0 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d8343641-Reviews-Palma_Hotel-Yerevan.html"
"Baxos Hotel","Expedia.com","AMD 10,156","11 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d8262842-Reviews-Baxos_Hotel-Yerevan.html"
"Hotel Bastille","Booking.com","AMD 24,367","0 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d12682451-Reviews-Hotel_Bastille-Yerevan.html"
"Adamyan 11 Hostel","Booking.com","AMD 9,990","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d15232919-Reviews-Adamyan_11_Hostel-Yerevan.html"
"Alex Hotel","Booking.com","AMD 11,242","0 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d14803097-Reviews-Alex_Hotel-Yerevan.html"
"Alik Apartments on Abovyan 16","Booking.com","AMD 33,325","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d16744668-Reviews-Alik_Apartments_on_Abovyan_16-Yerevan.html"
"Apartment and Tours","Booking.com","AMD 12,492","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d15809685-Reviews-Apartment_and_Tours-Yerevan.html"
"Apartment In The Center Of Yerevan","Booking.com","AMD 14,992","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d15801733-Reviews-Apartment_In_The_Center_Of_Yerevan-Yerevan.html"
"Apartment in Yerevan","Agoda.com","AMD 8,582","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d16867196-Reviews-Apartment_in_Yerevan-Yerevan.html"
"Apartments","Booking.com","AMD 25,000","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d16645651-Reviews-Apartments-Yerevan.html"
"3/3 Appart Hotel","Booking.com","AMD 19,990","0 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d15639048-Reviews-3_3_Appart_Hotel-Yerevan.html"
"Armino Hostel","Booking.com","AMD 12,492","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d15217747-Reviews-Armino_Hostel-Yerevan.html"
"Art Guesthouse Qanaqer","Booking.com","AMD 6,658","0 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d12381405-Reviews-Art_Guesthouse_Qanaqer-Yerevan.html"
"Bitlis","Booking.com","AMD 24,992","0 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d14174703-Reviews-Bitlis-Yerevan.html"
"Bungalo Inn","Booking.com","AMD 9,985","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d7608569-Reviews-Bungalo_Inn-Yerevan.html"
"Central Apartments By Ris","Expedia.com","AMD 22,000","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d15295424-Reviews-Central_Apartments_By_Ris-Yerevan.html"
"Centrium","Booking.com","AMD 13,325","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d13372780-Reviews-Centrium-Yerevan.html"
"Charents Street Apartments","Booking.com","AMD 26,667","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d15857255-Reviews-Charents_Street_Apartments-Yerevan.html"
"Comfortable Apartment Near The Republic Square","Agoda.com","AMD 48,260","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d15779348-Reviews-Comfortable_Apartment_Near_The_Republic_Square-Yerevan.html"
"The Doctor's House B&B","Booking.com","AMD 12,492","0 reviews","Free Wifi","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d12319090-Reviews-The_Doctor_s_House_B_B-Yerevan.html"
"Dom","Agoda.com","AMD 19,963","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d14966245-Reviews-Dom-Yerevan.html"
"A. FA Hotel","Expedia.com","AMD 20,750","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d16856272-Reviews-A_FA_Hotel-Yerevan.html"
"Freedom Apartments On Arami street","Booking.com","AMD 36,000","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d15885751-Reviews-Freedom_Apartments_On_Arami_street-Yerevan.html"
"Garni Hinyard","Booking.com","AMD 25,833","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d15232085-Reviews-Garni_Hinyard-Yerevan.html"
"Georgia Hotel","Booking.com","AMD 7,083","0 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d9786922-Reviews-Georgia_Hotel-Yerevan.html"
"Green Hostel","Booking.com","AMD 12,492","0 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d15128173-Reviews-Green_Hostel-Yerevan.html"
